CMDLINE /opt/miniconda3/envs/jupyter/bin/python test.py
MEM 0.011719 1596242925.1509
MEM 15.984375 1596242925.2549
MEM 28.480469 1596242925.3593
MEM 36.496094 1596242925.4630
