CMDLINE /opt/miniconda3/envs/jupyter/bin/python test.py
MEM 44.382812 1596199198.6443
MEM 44.382812 1596199198.7445
MEM 44.382812 1596199198.8485
MEM 44.382812 1596199198.9528
MEM 44.382812 1596199199.0550
MEM 44.382812 1596199199.1601
MEM 44.382812 1596199199.2636
MEM 44.382812 1596199199.3640
MEM 44.382812 1596199199.4692
MEM 44.382812 1596199199.5726
MEM 44.382812 1596199199.6730
MEM 44.382812 1596199199.7744
MEM 44.382812 1596199199.8756
MEM 44.382812 1596199199.9779
MEM 44.382812 1596199200.0790
MEM 44.382812 1596199200.1807
MEM 44.382812 1596199200.2846
MEM 44.382812 1596199200.3848
MEM 44.382812 1596199200.4849
MEM 44.382812 1596199200.5884
MEM 44.382812 1596199200.6909
MEM 44.382812 1596199200.7912
MEM 44.382812 1596199200.8949
MEM 44.382812 1596199200.9963
MEM 44.382812 1596199201.1010
MEM 44.382812 1596199201.2044
MEM 44.382812 1596199201.3061
MEM 44.382812 1596199201.4067
MEM 44.382812 1596199201.5069
MEM 44.382812 1596199201.6104
MEM 44.382812 1596199201.7110
MEM 44.382812 1596199201.8124
MEM 44.382812 1596199201.9136
MEM 44.382812 1596199202.0187
MEM 44.382812 1596199202.1197
MEM 44.382812 1596199202.2244
MEM 44.382812 1596199202.3249
MEM 44.382812 1596199202.4252
MEM 44.382812 1596199202.5298
MEM 44.382812 1596199202.6310
MEM 44.382812 1596199202.7318
MEM 44.382812 1596199202.8339
MEM 44.382812 1596199202.9370
MEM 44.382812 1596199203.0409
MEM 44.382812 1596199203.1450
MEM 44.382812 1596199203.2459
MEM 44.382812 1596199203.3481
MEM 44.382812 1596199203.4490
MEM 44.382812 1596199203.5541
MEM 44.382812 1596199203.6563
MEM 44.382812 1596199203.7590
MEM 44.382812 1596199203.8632
MEM 44.382812 1596199203.9668
MEM 44.382812 1596199204.0684
MEM 44.382812 1596199204.1701
MEM 44.382812 1596199204.2745
MEM 44.382812 1596199204.3764
MEM 44.382812 1596199204.4788
MEM 44.382812 1596199204.5789
MEM 44.382812 1596199204.6797
MEM 44.382812 1596199204.7801
MEM 44.382812 1596199204.8814
MEM 44.382812 1596199204.9818
MEM 44.382812 1596199205.0821
MEM 44.382812 1596199205.1825
MEM 44.382812 1596199205.2842
MEM 44.382812 1596199205.3877
MEM 44.382812 1596199205.4909
MEM 44.382812 1596199205.5924
MEM 44.382812 1596199205.6953
MEM 44.382812 1596199205.7961
MEM 44.382812 1596199205.8978
MEM 44.382812 1596199205.9990
MEM 44.382812 1596199206.1014
MEM 44.382812 1596199206.2018
MEM 44.382812 1596199206.3043
MEM 44.382812 1596199206.4044
MEM 44.382812 1596199206.5060
MEM 44.382812 1596199206.6071
MEM 44.382812 1596199206.7090
MEM 44.382812 1596199206.8097
MEM 44.382812 1596199206.9114
MEM 44.382812 1596199207.0124
MEM 44.382812 1596199207.1152
MEM 44.382812 1596199207.2203
MEM 44.382812 1596199207.3245
MEM 44.382812 1596199207.4248
MEM 44.382812 1596199207.5295
MEM 44.382812 1596199207.6311
MEM 44.382812 1596199207.7362
MEM 44.382812 1596199207.8364
MEM 44.382812 1596199207.9410
MEM 44.382812 1596199208.0421
MEM 44.382812 1596199208.1431
MEM 44.382812 1596199208.2482
MEM 44.382812 1596199208.3514
MEM 44.382812 1596199208.4520
MEM 44.382812 1596199208.5536
MEM 44.382812 1596199208.6540
MEM 44.382812 1596199208.7570
MEM 44.382812 1596199208.8607
MEM 44.382812 1596199208.9645
MEM 44.382812 1596199209.0688
MEM 44.382812 1596199209.1723
MEM 44.382812 1596199209.2748
MEM 44.382812 1596199209.3798
MEM 44.382812 1596199209.4827
MEM 44.382812 1596199209.5831
MEM 44.382812 1596199209.6837
MEM 44.382812 1596199209.7848
MEM 44.382812 1596199209.8875
MEM 44.382812 1596199209.9910
MEM 44.382812 1596199210.0951
MEM 44.382812 1596199210.1962
MEM 44.382812 1596199210.2978
MEM 44.382812 1596199210.4006
MEM 44.382812 1596199210.5057
MEM 44.382812 1596199210.6067
MEM 44.382812 1596199210.7088
MEM 44.382812 1596199210.8090
MEM 44.382812 1596199210.9094
MEM 44.382812 1596199211.0097
MEM 44.382812 1596199211.1110
MEM 44.382812 1596199211.2152
MEM 44.382812 1596199211.3196
MEM 44.382812 1596199211.4245
MEM 44.382812 1596199211.5256
MEM 44.382812 1596199211.6286
MEM 44.382812 1596199211.7326
MEM 44.382812 1596199211.8328
MEM 44.382812 1596199211.9356
MEM 44.382812 1596199212.0365
MEM 44.382812 1596199212.1410
MEM 44.382812 1596199212.2442
MEM 44.382812 1596199212.3481
MEM 44.382812 1596199212.4525
MEM 44.382812 1596199212.5540
MEM 44.382812 1596199212.6545
MEM 44.382812 1596199212.7558
MEM 44.382812 1596199212.8579
MEM 44.382812 1596199212.9630
MEM 44.382812 1596199213.0631
MEM 44.382812 1596199213.1672
MEM 44.382812 1596199213.2687
MEM 44.382812 1596199213.3697
MEM 44.382812 1596199213.4746
MEM 44.382812 1596199213.5749
MEM 44.382812 1596199213.6792
MEM 44.382812 1596199213.7816
MEM 44.382812 1596199213.8818
MEM 44.382812 1596199213.9870
MEM 44.382812 1596199214.0911
MEM 44.382812 1596199214.1912
MEM 44.382812 1596199214.2928
MEM 44.382812 1596199214.3960
MEM 44.382812 1596199214.4982
MEM 44.382812 1596199214.5987
MEM 44.382812 1596199214.6990
MEM 44.382812 1596199214.7992
MEM 44.382812 1596199214.8994
MEM 44.382812 1596199215.0005
MEM 44.382812 1596199215.1029
MEM 44.382812 1596199215.2032
MEM 44.382812 1596199215.3083
MEM 44.382812 1596199215.4093
MEM 44.382812 1596199215.5139
MEM 44.382812 1596199215.6179
MEM 44.382812 1596199215.7222
MEM 44.382812 1596199215.8232
MEM 44.382812 1596199215.9246
MEM 44.382812 1596199216.0259
MEM 44.382812 1596199216.1289
MEM 44.382812 1596199216.2340
MEM 44.382812 1596199216.3351
MEM 44.382812 1596199216.4376
MEM 44.382812 1596199216.5379
MEM 44.382812 1596199216.6411
MEM 44.382812 1596199216.7462
MEM 44.382812 1596199216.8472
MEM 44.382812 1596199216.9474
MEM 44.382812 1596199217.0475
MEM 44.382812 1596199217.1509
MEM 44.382812 1596199217.2526
MEM 44.382812 1596199217.3545
MEM 44.382812 1596199217.4553
MEM 44.382812 1596199217.5572
MEM 44.382812 1596199217.6609
MEM 44.382812 1596199217.7639
MEM 44.382812 1596199217.8672
MEM 44.382812 1596199217.9673
MEM 44.382812 1596199218.0690
MEM 44.382812 1596199218.1692
MEM 44.382812 1596199218.2713
MEM 44.382812 1596199218.3746
MEM 44.382812 1596199218.4748
MEM 44.382812 1596199218.5752
MEM 44.382812 1596199218.6772
MEM 44.382812 1596199218.7818
MEM 44.382812 1596199218.8839
MEM 44.382812 1596199218.9862
MEM 44.382812 1596199219.0912
MEM 44.382812 1596199219.1923
MEM 44.382812 1596199219.2954
MEM 44.382812 1596199219.3966
MEM 44.382812 1596199219.4977
MEM 44.382812 1596199219.5990
MEM 44.382812 1596199219.7000
MEM 44.382812 1596199219.8012
MEM 44.382812 1596199219.9031
MEM 44.382812 1596199220.0046
MEM 44.382812 1596199220.1094
MEM 44.382812 1596199220.2127
MEM 44.382812 1596199220.3139
MEM 44.382812 1596199220.4150
MEM 44.382812 1596199220.5166
MEM 44.382812 1596199220.6182
MEM 44.382812 1596199220.7193
MEM 44.382812 1596199220.8203
MEM 44.382812 1596199220.9219
MEM 44.382812 1596199221.0247
MEM 44.382812 1596199221.1251
MEM 44.382812 1596199221.2257
MEM 44.382812 1596199221.3273
MEM 44.382812 1596199221.4293
MEM 44.382812 1596199221.5300
MEM 44.382812 1596199221.6311
MEM 44.382812 1596199221.7315
MEM 44.382812 1596199221.8366
MEM 44.382812 1596199221.9391
MEM 44.382812 1596199222.0406
MEM 44.382812 1596199222.1457
MEM 44.382812 1596199222.2502
MEM 44.382812 1596199222.3513
MEM 44.382812 1596199222.4528
MEM 44.382812 1596199222.5540
MEM 44.382812 1596199222.6556
MEM 44.382812 1596199222.7587
MEM 44.382812 1596199222.8626
MEM 44.382812 1596199222.9678
MEM 44.382812 1596199223.0720
MEM 44.382812 1596199223.1747
MEM 44.382812 1596199223.2749
MEM 44.382812 1596199223.3754
MEM 44.382812 1596199223.4772
MEM 44.382812 1596199223.5780
MEM 44.382812 1596199223.6784
MEM 44.382812 1596199223.7806
MEM 44.382812 1596199223.8814
MEM 44.382812 1596199223.9820
MEM 44.382812 1596199224.0871
MEM 44.382812 1596199224.1913
MEM 44.382812 1596199224.2927
MEM 44.382812 1596199224.3978
MEM 44.382812 1596199224.5013
MEM 44.382812 1596199224.6032
MEM 44.382812 1596199224.7039
MEM 44.382812 1596199224.8047
MEM 44.382812 1596199224.9063
MEM 44.382812 1596199225.0073
MEM 44.382812 1596199225.1084
MEM 44.382812 1596199225.2100
MEM 44.382812 1596199225.3127
MEM 44.382812 1596199225.4178
MEM 44.382812 1596199225.5194
MEM 44.382812 1596199225.6225
MEM 44.382812 1596199225.7249
MEM 44.382812 1596199225.8263
MEM 44.382812 1596199225.9266
MEM 44.382812 1596199226.0297
MEM 44.382812 1596199226.1332
MEM 44.382812 1596199226.2341
MEM 44.382812 1596199226.3392
MEM 44.382812 1596199226.4413
MEM 44.382812 1596199226.5434
MEM 44.382812 1596199226.6458
MEM 44.382812 1596199226.7461
MEM 44.382812 1596199226.8475
MEM 44.382812 1596199226.9488
MEM 44.382812 1596199227.0498
MEM 44.382812 1596199227.1531
MEM 44.382812 1596199227.2581
MEM 44.382812 1596199227.3608
MEM 44.382812 1596199227.4613
MEM 44.382812 1596199227.5662
MEM 44.382812 1596199227.6676
MEM 44.382812 1596199227.7713
MEM 44.382812 1596199227.8748
MEM 44.382812 1596199227.9799
MEM 44.382812 1596199228.0851
MEM 44.382812 1596199228.1858
MEM 44.382812 1596199228.2871
MEM 44.382812 1596199228.3874
MEM 44.382812 1596199228.4913
MEM 44.382812 1596199228.5914
MEM 44.382812 1596199228.6930
MEM 44.382812 1596199228.7941
MEM 44.382812 1596199228.8993
MEM 44.382812 1596199229.0032
MEM 44.382812 1596199229.1034
MEM 44.382812 1596199229.2082
MEM 44.382812 1596199229.3112
MEM 44.382812 1596199229.4141
MEM 44.382812 1596199229.5192
MEM 44.382812 1596199229.6242
MEM 44.382812 1596199229.7248
MEM 44.382812 1596199229.8282
MEM 44.382812 1596199229.9310
MEM 44.382812 1596199230.0314
MEM 44.382812 1596199230.1340
MEM 44.382812 1596199230.2342
MEM 44.382812 1596199230.3352
MEM 44.382812 1596199230.4362
MEM 44.382812 1596199230.5393
MEM 44.382812 1596199230.6394
MEM 44.382812 1596199230.7435
MEM 44.382812 1596199230.8472
MEM 44.382812 1596199230.9479
MEM 44.382812 1596199231.0500
MEM 44.382812 1596199231.1508
MEM 44.382812 1596199231.2525
MEM 44.382812 1596199231.3541
MEM 44.382812 1596199231.4561
MEM 44.382812 1596199231.5569
MEM 44.382812 1596199231.6570
MEM 44.382812 1596199231.7578
MEM 44.382812 1596199231.8628
MEM 44.382812 1596199231.9649
MEM 44.382812 1596199232.0652
MEM 44.382812 1596199232.1665
MEM 44.382812 1596199232.2715
MEM 44.382812 1596199232.3735
MEM 44.382812 1596199232.4749
MEM 44.382812 1596199232.5753
MEM 44.382812 1596199232.6754
MEM 44.382812 1596199232.7787
MEM 44.382812 1596199232.8795
MEM 44.382812 1596199232.9839
MEM 44.382812 1596199233.0843
MEM 44.382812 1596199233.1870
MEM 44.382812 1596199233.2902
MEM 44.382812 1596199233.3914
MEM 44.382812 1596199233.4920
MEM 44.382812 1596199233.5935
MEM 44.382812 1596199233.6962
MEM 44.382812 1596199233.7968
MEM 44.382812 1596199233.8979
MEM 44.382812 1596199233.9988
MEM 44.382812 1596199234.1014
MEM 44.382812 1596199234.2022
MEM 44.382812 1596199234.3030
MEM 44.382812 1596199234.4033
MEM 44.382812 1596199234.5074
MEM 44.382812 1596199234.6124
MEM 44.382812 1596199234.7160
MEM 44.382812 1596199234.8164
MEM 44.382812 1596199234.9168
MEM 44.382812 1596199235.0220
MEM 44.382812 1596199235.1249
MEM 44.382812 1596199235.2262
MEM 44.382812 1596199235.3295
MEM 44.382812 1596199235.4302
MEM 44.382812 1596199235.5335
MEM 44.382812 1596199235.6372
MEM 44.382812 1596199235.7382
MEM 44.382812 1596199235.8406
MEM 44.382812 1596199235.9414
MEM 44.382812 1596199236.0424
MEM 44.382812 1596199236.1459
MEM 44.382812 1596199236.2461
MEM 44.382812 1596199236.3485
MEM 44.382812 1596199236.4529
MEM 44.382812 1596199236.5548
MEM 44.382812 1596199236.6599
MEM 44.382812 1596199236.7615
MEM 44.382812 1596199236.8638
MEM 44.382812 1596199236.9649
MEM 44.382812 1596199237.0700
MEM 44.382812 1596199237.1725
MEM 44.382812 1596199237.2752
MEM 44.382812 1596199237.3754
MEM 44.382812 1596199237.4805
MEM 44.382812 1596199237.5836
MEM 44.382812 1596199237.6887
MEM 44.382812 1596199237.7934
MEM 44.382812 1596199237.8978
MEM 44.382812 1596199237.9986
MEM 44.382812 1596199238.1004
MEM 44.382812 1596199238.2022
MEM 44.382812 1596199238.3073
MEM 44.382812 1596199238.4125
MEM 44.382812 1596199238.5137
MEM 44.382812 1596199238.6182
MEM 44.382812 1596199238.7188
MEM 44.382812 1596199238.8200
MEM 44.382812 1596199238.9250
MEM 44.382812 1596199239.0301
MEM 44.382812 1596199239.1337
MEM 44.382812 1596199239.2343
MEM 44.382812 1596199239.3380
MEM 44.382812 1596199239.4430
MEM 44.382812 1596199239.5456
MEM 44.382812 1596199239.6465
MEM 44.382812 1596199239.7483
MEM 44.382812 1596199239.8500
MEM 44.382812 1596199239.9509
MEM 44.382812 1596199240.0549
MEM 44.382812 1596199240.1577
MEM 44.382812 1596199240.2585
MEM 44.382812 1596199240.3636
MEM 44.382812 1596199240.4638
MEM 44.382812 1596199240.5674
MEM 44.382812 1596199240.6715
MEM 44.382812 1596199240.7758
MEM 44.382812 1596199240.8796
MEM 44.382812 1596199240.9822
MEM 44.382812 1596199241.0835
MEM 44.382812 1596199241.1843
MEM 44.382812 1596199241.2850
MEM 44.382812 1596199241.3884
MEM 44.382812 1596199241.4927
MEM 44.382812 1596199241.5975
MEM 44.382812 1596199241.7004
MEM 44.382812 1596199241.8033
MEM 44.382812 1596199241.9036
MEM 44.382812 1596199242.0045
MEM 44.382812 1596199242.1056
MEM 44.382812 1596199242.2072
MEM 44.382812 1596199242.3090
MEM 44.382812 1596199242.4100
MEM 44.382812 1596199242.5117
MEM 44.382812 1596199242.6128
MEM 44.382812 1596199242.7143
MEM 44.382812 1596199242.8151
MEM 44.382812 1596199242.9170
MEM 44.382812 1596199243.0221
MEM 44.382812 1596199243.1265
MEM 44.382812 1596199243.2267
MEM 44.382812 1596199243.3285
MEM 44.382812 1596199243.4290
MEM 44.382812 1596199243.5341
MEM 44.382812 1596199243.6388
MEM 44.382812 1596199243.7415
MEM 44.382812 1596199243.8444
MEM 44.382812 1596199243.9475
MEM 44.382812 1596199244.0477
MEM 44.382812 1596199244.1527
MEM 44.382812 1596199244.2578
MEM 44.382812 1596199244.3629
MEM 44.382812 1596199244.4677
MEM 44.382812 1596199244.5703
MEM 44.382812 1596199244.6738
MEM 44.382812 1596199244.7741
MEM 44.382812 1596199244.8763
MEM 44.382812 1596199244.9811
MEM 44.382812 1596199245.0824
MEM 44.382812 1596199245.1834
MEM 44.382812 1596199245.2850
MEM 44.382812 1596199245.3901
MEM 44.382812 1596199245.4916
MEM 44.382812 1596199245.5948
MEM 44.382812 1596199245.6960
MEM 44.382812 1596199245.7970
MEM 44.382812 1596199245.8992
MEM 44.382812 1596199245.9997
MEM 44.382812 1596199246.1005
MEM 44.382812 1596199246.2023
MEM 44.382812 1596199246.3025
MEM 44.382812 1596199246.4028
MEM 44.382812 1596199246.5067
MEM 44.382812 1596199246.6077
MEM 44.382812 1596199246.7081
MEM 44.382812 1596199246.8107
MEM 44.382812 1596199246.9120
MEM 44.382812 1596199247.0171
MEM 44.382812 1596199247.1197
MEM 44.382812 1596199247.2200
MEM 44.382812 1596199247.3224
MEM 44.382812 1596199247.4272
MEM 44.382812 1596199247.5310
MEM 44.382812 1596199247.6317
MEM 44.382812 1596199247.7368
MEM 44.382812 1596199247.8416
MEM 44.382812 1596199247.9430
MEM 44.382812 1596199248.0477
MEM 44.382812 1596199248.1488
MEM 44.382812 1596199248.2539
MEM 44.382812 1596199248.3541
MEM 44.382812 1596199248.4592
MEM 44.382812 1596199248.5597
MEM 44.382812 1596199248.6625
MEM 44.382812 1596199248.7674
MEM 44.382812 1596199248.8691
MEM 44.382812 1596199248.9742
MEM 44.382812 1596199249.0751
MEM 44.382812 1596199249.1785
MEM 44.382812 1596199249.2794
MEM 44.382812 1596199249.3841
MEM 44.382812 1596199249.4868
MEM 44.382812 1596199249.5888
MEM 44.382812 1596199249.6917
MEM 44.382812 1596199249.7928
MEM 44.382812 1596199249.8941
MEM 44.382812 1596199249.9950
MEM 44.382812 1596199250.0958
MEM 44.382812 1596199250.1974
MEM 44.382812 1596199250.2984
MEM 44.382812 1596199250.4018
MEM 44.382812 1596199250.5065
MEM 44.382812 1596199250.6073
MEM 44.382812 1596199250.7088
MEM 44.382812 1596199250.8091
MEM 44.382812 1596199250.9117
MEM 44.382812 1596199251.0131
MEM 44.382812 1596199251.1142
MEM 44.382812 1596199251.2181
MEM 44.382812 1596199251.3213
MEM 44.382812 1596199251.4252
MEM 44.382812 1596199251.5303
MEM 44.382812 1596199251.6317
MEM 44.382812 1596199251.7322
MEM 44.382812 1596199251.8344
MEM 44.382812 1596199251.9354
MEM 44.382812 1596199252.0371
MEM 44.382812 1596199252.1417
MEM 44.382812 1596199252.2441
MEM 44.382812 1596199252.3465
MEM 44.382812 1596199252.4485
MEM 44.382812 1596199252.5491
MEM 44.382812 1596199252.6522
MEM 44.382812 1596199252.7569
MEM 44.382812 1596199252.8584
MEM 44.382812 1596199252.9605
MEM 44.382812 1596199253.0611
MEM 44.382812 1596199253.1624
MEM 44.382812 1596199253.2634
MEM 44.382812 1596199253.3686
MEM 44.382812 1596199253.4719
MEM 44.382812 1596199253.5752
MEM 44.382812 1596199253.6763
MEM 44.382812 1596199253.7789
MEM 44.382812 1596199253.8803
MEM 44.382812 1596199253.9842
MEM 44.382812 1596199254.0845
MEM 44.382812 1596199254.1877
MEM 44.382812 1596199254.2917
MEM 44.382812 1596199254.3938
MEM 44.382812 1596199254.4954
MEM 44.382812 1596199254.5972
MEM 44.382812 1596199254.6984
MEM 44.382812 1596199254.7998
MEM 44.382812 1596199254.9050
MEM 44.382812 1596199255.0067
MEM 44.382812 1596199255.1068
MEM 44.382812 1596199255.2108
MEM 44.382812 1596199255.3119
MEM 44.382812 1596199255.4150
MEM 44.382812 1596199255.5201
MEM 44.382812 1596199255.6212
MEM 44.382812 1596199255.7253
MEM 44.382812 1596199255.8266
MEM 44.382812 1596199255.9305
MEM 44.382812 1596199256.0338
MEM 44.382812 1596199256.1367
MEM 44.382812 1596199256.2418
MEM 44.382812 1596199256.3420
MEM 44.382812 1596199256.4426
MEM 44.382812 1596199256.5454
MEM 44.382812 1596199256.6457
MEM 44.382812 1596199256.7463
MEM 44.382812 1596199256.8479
MEM 44.382812 1596199256.9484
MEM 44.382812 1596199257.0506
MEM 44.382812 1596199257.1516
MEM 44.382812 1596199257.2518
MEM 44.382812 1596199257.3529
MEM 44.382812 1596199257.4559
MEM 44.382812 1596199257.5580
MEM 44.382812 1596199257.6590
MEM 44.382812 1596199257.7607
MEM 44.382812 1596199257.8612
MEM 44.382812 1596199257.9614
MEM 44.382812 1596199258.0616
MEM 44.382812 1596199258.1667
MEM 44.382812 1596199258.2697
MEM 44.382812 1596199258.3705
MEM 44.382812 1596199258.4753
MEM 44.382812 1596199258.5759
MEM 44.382812 1596199258.6762
MEM 44.382812 1596199258.7786
MEM 44.382812 1596199258.8796
MEM 44.382812 1596199258.9798
MEM 44.382812 1596199259.0849
MEM 44.382812 1596199259.1853
MEM 44.382812 1596199259.2855
MEM 44.382812 1596199259.3866
MEM 44.382812 1596199259.4872
MEM 44.382812 1596199259.5918
MEM 44.382812 1596199259.6920
MEM 44.382812 1596199259.7922
MEM 44.382812 1596199259.8938
MEM 44.382812 1596199259.9946
MEM 44.382812 1596199260.0956
MEM 44.382812 1596199260.1966
MEM 44.382812 1596199260.2988
MEM 44.382812 1596199260.4000
MEM 44.382812 1596199260.5024
MEM 44.382812 1596199260.6026
MEM 44.382812 1596199260.7070
MEM 44.382812 1596199260.8096
MEM 44.382812 1596199260.9113
MEM 44.382812 1596199261.0129
MEM 44.382812 1596199261.1139
MEM 44.382812 1596199261.2140
MEM 44.382812 1596199261.3163
MEM 44.382812 1596199261.4196
MEM 44.382812 1596199261.5200
MEM 44.382812 1596199261.6214
MEM 44.382812 1596199261.7226
MEM 44.382812 1596199261.8237
MEM 44.382812 1596199261.9253
MEM 44.382812 1596199262.0268
MEM 44.382812 1596199262.1317
MEM 44.382812 1596199262.2319
MEM 44.382812 1596199262.3362
MEM 44.382812 1596199262.4373
MEM 44.382812 1596199262.5418
MEM 44.382812 1596199262.6461
MEM 44.382812 1596199262.7502
MEM 44.382812 1596199262.8509
MEM 44.382812 1596199262.9514
MEM 44.382812 1596199263.0549
MEM 44.382812 1596199263.1600
MEM 44.382812 1596199263.2614
MEM 44.382812 1596199263.3653
MEM 44.382812 1596199263.4704
MEM 44.382812 1596199263.5754
MEM 44.382812 1596199263.6779
MEM 44.382812 1596199263.7813
MEM 44.382812 1596199263.8830
MEM 44.382812 1596199263.9833
MEM 44.382812 1596199264.0850
MEM 44.382812 1596199264.1859
MEM 44.382812 1596199264.2889
MEM 44.382812 1596199264.3919
MEM 44.382812 1596199264.4960
MEM 44.382812 1596199264.5976
MEM 44.382812 1596199264.6987
MEM 44.382812 1596199264.8038
MEM 44.382812 1596199264.9089
MEM 44.382812 1596199265.0105
MEM 44.382812 1596199265.1123
MEM 44.382812 1596199265.2130
MEM 44.382812 1596199265.3144
MEM 44.382812 1596199265.4167
MEM 44.382812 1596199265.5200
MEM 44.382812 1596199265.6211
MEM 44.382812 1596199265.7227
MEM 44.382812 1596199265.8230
MEM 44.382812 1596199265.9254
MEM 44.382812 1596199266.0255
MEM 44.382812 1596199266.1280
MEM 44.382812 1596199266.2313
MEM 44.382812 1596199266.3316
MEM 44.382812 1596199266.4341
MEM 44.382812 1596199266.5349
MEM 44.382812 1596199266.6394
MEM 44.382812 1596199266.7419
MEM 44.382812 1596199266.8427
MEM 44.382812 1596199266.9443
MEM 44.382812 1596199267.0453
MEM 44.382812 1596199267.1456
MEM 44.382812 1596199267.2467
MEM 44.382812 1596199267.3489
MEM 44.382812 1596199267.4507
MEM 44.382812 1596199267.5519
MEM 44.382812 1596199267.6524
MEM 44.382812 1596199267.7551
MEM 44.382812 1596199267.8553
MEM 44.382812 1596199267.9604
MEM 44.382812 1596199268.0618
MEM 44.382812 1596199268.1621
MEM 44.382812 1596199268.2664
MEM 44.382812 1596199268.3680
MEM 44.382812 1596199268.4725
MEM 44.382812 1596199268.5754
MEM 44.382812 1596199268.6774
MEM 44.382812 1596199268.7805
MEM 44.382812 1596199268.8851
MEM 44.382812 1596199268.9867
MEM 44.382812 1596199269.0901
MEM 44.382812 1596199269.1948
MEM 44.382812 1596199269.2981
MEM 44.382812 1596199269.3983
MEM 44.382812 1596199269.4999
MEM 44.382812 1596199269.6001
MEM 44.382812 1596199269.7014
MEM 44.382812 1596199269.8030
MEM 44.382812 1596199269.9046
MEM 44.382812 1596199270.0061
MEM 44.382812 1596199270.1068
MEM 44.382812 1596199270.2086
MEM 44.382812 1596199270.3089
MEM 44.382812 1596199270.4139
MEM 44.382812 1596199270.5179
MEM 44.382812 1596199270.6187
MEM 44.382812 1596199270.7207
MEM 44.382812 1596199270.8255
MEM 44.382812 1596199270.9281
MEM 44.382812 1596199271.0295
MEM 44.382812 1596199271.1307
MEM 44.382812 1596199271.2349
MEM 44.382812 1596199271.3365
MEM 44.382812 1596199271.4401
MEM 44.382812 1596199271.5406
MEM 44.382812 1596199271.6428
MEM 44.382812 1596199271.7441
MEM 44.382812 1596199271.8466
MEM 44.382812 1596199271.9502
MEM 44.382812 1596199272.0554
MEM 44.382812 1596199272.1599
MEM 44.382812 1596199272.2644
MEM 44.382812 1596199272.3686
MEM 44.382812 1596199272.4692
MEM 44.382812 1596199272.5708
MEM 44.382812 1596199272.6755
MEM 44.382812 1596199272.7757
MEM 44.382812 1596199272.8760
MEM 44.382812 1596199272.9761
MEM 44.382812 1596199273.0800
MEM 44.382812 1596199273.1802
MEM 44.382812 1596199273.2803
MEM 44.382812 1596199273.3815
MEM 44.382812 1596199273.4825
MEM 44.382812 1596199273.5827
MEM 44.382812 1596199273.6857
MEM 44.382812 1596199273.7864
MEM 44.382812 1596199273.8893
MEM 44.382812 1596199273.9920
MEM 44.382812 1596199274.0923
MEM 44.382812 1596199274.1972
MEM 44.382812 1596199274.2976
MEM 44.382812 1596199274.4002
MEM 44.382812 1596199274.5005
MEM 44.382812 1596199274.6025
MEM 44.382812 1596199274.7027
MEM 44.382812 1596199274.8053
MEM 44.382812 1596199274.9063
MEM 44.382812 1596199275.0079
MEM 44.382812 1596199275.1095
MEM 44.382812 1596199275.2130
MEM 44.382812 1596199275.3161
MEM 44.382812 1596199275.4188
MEM 44.382812 1596199275.5203
MEM 44.382812 1596199275.6205
MEM 44.382812 1596199275.7256
MEM 44.382812 1596199275.8291
MEM 44.382812 1596199275.9293
MEM 44.382812 1596199276.0325
MEM 44.382812 1596199276.1335
MEM 44.382812 1596199276.2338
MEM 44.382812 1596199276.3386
MEM 44.382812 1596199276.4429
MEM 44.382812 1596199276.5436
MEM 44.382812 1596199276.6449
MEM 44.382812 1596199276.7462
MEM 44.382812 1596199276.8482
MEM 44.382812 1596199276.9497
MEM 44.382812 1596199277.0508
MEM 44.382812 1596199277.1554
MEM 44.382812 1596199277.2557
MEM 44.382812 1596199277.3602
MEM 44.382812 1596199277.4637
MEM 44.382812 1596199277.5679
MEM 44.382812 1596199277.6683
MEM 44.382812 1596199277.7726
MEM 44.382812 1596199277.8762
MEM 44.382812 1596199277.9766
MEM 44.382812 1596199278.0799
MEM 44.382812 1596199278.1816
MEM 44.382812 1596199278.2828
MEM 44.382812 1596199278.3830
MEM 44.382812 1596199278.4858
MEM 44.382812 1596199278.5860
MEM 44.382812 1596199278.6870
MEM 44.382812 1596199278.7921
MEM 44.382812 1596199278.8923
MEM 44.382812 1596199278.9973
MEM 44.382812 1596199279.0995
MEM 44.382812 1596199279.2009
MEM 44.382812 1596199279.3015
MEM 44.382812 1596199279.4031
MEM 44.382812 1596199279.5036
MEM 44.382812 1596199279.6088
MEM 44.382812 1596199279.7126
MEM 44.382812 1596199279.8135
MEM 44.382812 1596199279.9152
MEM 44.382812 1596199280.0162
MEM 44.382812 1596199280.1176
MEM 44.382812 1596199280.2178
MEM 44.382812 1596199280.3206
MEM 44.382812 1596199280.4214
MEM 44.382812 1596199280.5257
MEM 44.382812 1596199280.6283
MEM 44.382812 1596199280.7309
MEM 44.382812 1596199280.8320
MEM 44.382812 1596199280.9331
MEM 44.382812 1596199281.0344
MEM 44.382812 1596199281.1362
MEM 44.382812 1596199281.2373
MEM 44.382812 1596199281.3390
MEM 44.382812 1596199281.4423
MEM 44.382812 1596199281.5465
MEM 44.382812 1596199281.6503
MEM 44.382812 1596199281.7506
MEM 44.382812 1596199281.8509
MEM 44.382812 1596199281.9521
MEM 44.382812 1596199282.0536
MEM 44.382812 1596199282.1559
MEM 44.382812 1596199282.2563
MEM 44.382812 1596199282.3582
MEM 44.382812 1596199282.4590
