CMDLINE /opt/miniconda3/envs/jupyter/bin/python test.py
MEM 0.011719 1596242866.1997
MEM 16.722656 1596242866.3037
MEM 28.929688 1596242866.4046
MEM 36.468750 1596242866.5067
